/mnt/e/BMI3/upload_github/new_test/BMI3_miniproject-main/data/arabidopsis/chr1.fa /mnt/e/BMI3/upload_github/new_test/BMI3_miniproject-main/data/arabidopsis/chr1.fa
NUCMER

[S1]	[E1]	[S2]	[E2]	[LEN 1]	[LEN 2]	[% IDY]	[LEN R]	[LEN Q]	[COV R]	[COV Q]	[TAGS]
19676024	19676505	15795665	15795189	482	477	83.73	30427671	30427671	0.00	0.00	1	1
19676024	19676272	15955145	15954884	249	262	87.79	30427671	30427671	0.00	0.00	1	1
19685128	19685220	18308992	18308902	93	91	95.70	30427671	30427671	0.00	0.00	1	1
19693217	19693479	20520638	20520389	263	250	91.63	30427671	30427671	0.00	0.00	1	1
19693329	19693469	4093409	4093269	141	141	97.16	30427671	30427671	0.00	0.00	1	1
19717926	19718494	12183971	12183405	569	567	92.81	30427671	30427671	0.00	0.00	1	1
19717926	19718471	18805093	18804550	546	544	91.22	30427671	30427671	0.00	0.00	1	1
19717926	19718494	20509402	20508837	569	566	91.93	30427671	30427671	0.00	0.00	1	1
19725048	19725920	23932638	23931766	873	873	98.28	30427671	30427671	0.00	0.00	1	1
19725348	19725651	13636962	13636666	304	297	90.88	30427671	30427671	0.00	0.00	1	1
19728520	19729376	15689270	15688414	857	857	90.70	30427671	30427671	0.00	0.00	1	1
19728523	19729532	7961255	7960246	1010	1010	98.42	30427671	30427671	0.00	0.00	1	1
19731889	19732784	23930296	23929403	896	894	98.21	30427671	30427671	0.00	0.00	1	1
19732798	19736584	23928995	23925217	3787	3779	98.31	30427671	30427671	0.01	0.01	1	1
19735862	19736042	13636665	13636486	181	180	94.54	30427671	30427671	0.00	0.00	1	1
19736063	19736584	13634925	13634413	522	513	92.34	30427671	30427671	0.00	0.00	1	1
19741538	19742139	8190561	8189960	602	602	95.20	30427671	30427671	0.00	0.00	1	1
19741538	19742138	25358424	25357824	601	601	94.53	30427671	30427671	0.00	0.00	1	1
19741539	19742139	29079014	29078414	601	601	93.87	30427671	30427671	0.00	0.00	1	1
19767983	19769025	3414847	3413816	1043	1032	93.58	30427671	30427671	0.00	0.00	1	1
19767988	19769011	16905866	16904844	1024	1023	93.96	30427671	30427671	0.00	0.00	1	1
19767989	19769011	15941179	15940162	1023	1018	94.83	30427671	30427671	0.00	0.00	1	1
19767989	19769025	28162323	28161298	1037	1026	93.06	30427671	30427671	0.00	0.00	1	1
19768022	19769011	8116810	8115821	990	990	94.76	30427671	30427671	0.00	0.00	1	1
19769023	19769551	2986893	2986374	529	520	86.00	30427671	30427671	0.00	0.00	1	1
19769023	19769573	13811467	13810903	551	565	86.09	30427671	30427671	0.00	0.00	1	1
19769023	19769574	28891931	28891379	552	553	93.49	30427671	30427671	0.00	0.00	1	1
19769024	19769575	5899755	5899204	552	552	87.68	30427671	30427671	0.00	0.00	1	1
19769024	19769573	10021962	10021414	550	549	93.47	30427671	30427671	0.00	0.00	1	1
19769024	19769573	23125693	23125131	550	563	90.09	30427671	30427671	0.00	0.00	1	1
19769573	19769830	28161298	28161037	258	262	89.35	30427671	30427671	0.00	0.00	1	1
19769574	19769786	23876388	23876173	213	216	88.89	30427671	30427671	0.00	0.00	1	1
19780296	19781109	18321404	18320623	814	782	88.28	30427671	30427671	0.00	0.00	1	1
19780296	19780658	20704579	20704224	363	356	91.78	30427671	30427671	0.00	0.00	1	1
19808117	19809287	12761574	12760398	1171	1177	87.88	30427671	30427671	0.00	0.00	1	1
19834021	19834358	28029807	28029471	338	337	93.00	30427671	30427671	0.00	0.00	1	1
19834044	19834361	22782127	22781813	318	315	88.58	30427671	30427671	0.00	0.00	1	1
19834195	19834361	11181241	11181073	167	169	95.27	30427671	30427671	0.00	0.00	1	1
19903898	19904802	3647380	3646471	905	910	84.37	30427671	30427671	0.00	0.00	1	1
19905899	19906272	3645405	3645038	374	368	85.87	30427671	30427671	0.00	0.00	1	1
19932663	19932886	17231936	17231717	224	220	91.07	30427671	30427671	0.00	0.00	1	1
19932886	19933059	17230444	17230273	174	172	88.64	30427671	30427671	0.00	0.00	1	1
19933796	19934231	10950392	10949909	436	484	83.95	30427671	30427671	0.00	0.00	1	1
19941659	19943629	9550275	9548269	1971	2007	95.55	30427671	30427671	0.01	0.01	1	1
19943626	19944504	20489802	20488943	879	860	86.32	30427671	30427671	0.00	0.00	1	1
19943713	19944503	15635666	15634859	791	808	88.39	30427671	30427671	0.00	0.00	1	1
19943728	19944499	8239464	8238637	772	828	88.30	30427671	30427671	0.00	0.00	1	1
19944503	19945401	9548035	9547131	899	905	96.91	30427671	30427671	0.00	0.00	1	1
19963048	19963601	10776296	10775745	554	552	92.07	30427671	30427671	0.00	0.00	1	1
19993671	19994477	19064603	19063794	807	810	93.85	30427671	30427671	0.00	0.00	1	1
19993674	19994807	3414848	3413713	1134	1136	92.58	30427671	30427671	0.00	0.00	1	1
19993678	19995739	7037293	7035187	2062	2107	92.94	30427671	30427671	0.01	0.01	1	1
19993678	19995734	17901945	17899863	2057	2083	91.26	30427671	30427671	0.01	0.01	1	1
19993680	19995734	9818275	9816210	2055	2066	93.23	30427671	30427671	0.01	0.01	1	1
19993680	19995221	18792865	18791323	1542	1543	92.44	30427671	30427671	0.01	0.01	1	1
19993680	19994468	23877269	23876482	789	788	93.43	30427671	30427671	0.00	0.00	1	1
19993681	19995734	11701727	11699698	2054	2030	94.33	30427671	30427671	0.01	0.01	1	1
19993681	19995735	16905864	16903799	2055	2066	92.79	30427671	30427671	0.01	0.01	1	1
19993705	19995734	8116817	8114770	2030	2048	94.69	30427671	30427671	0.01	0.01	1	1
19994830	19995725	16807919	16806998	896	922	88.81	30427671	30427671	0.00	0.00	1	1
19994830	19995734	19062870	19061965	905	906	95.48	30427671	30427671	0.00	0.00	1	1
19994913	19995734	16825352	16824518	822	835	93.82	30427671	30427671	0.00	0.00	1	1
19994913	19995734	23214504	23213666	822	839	93.48	30427671	30427671	0.00	0.00	1	1
19994927	19995735	4786254	4785460	809	795	93.83	30427671	30427671	0.00	0.00	1	1
19995274	19995734	15939783	15939323	461	461	97.83	30427671	30427671	0.00	0.00	1	1
19995338	19995734	18791322	18790927	397	396	97.73	30427671	30427671	0.00	0.00	1	1
20032545	20033704	3981114	3979941	1160	1174	95.41	30427671	30427671	0.00	0.00	1	1
20039430	20039980	20041729	20041176	551	554	85.94	30427671	30427671	0.00	0.00	1	1
20041176	20041729	20039980	20039430	554	551	85.94	30427671	30427671	0.00	0.00	1	1
20154050	20154310	14167373	14167111	261	263	90.49	30427671	30427671	0.00	0.00	1	1
20166671	20167552	12619524	12618641	882	884	98.76	30427671	30427671	0.00	0.00	1	1
20166687	20166925	3762974	3762734	239	241	94.61	30427671	30427671	0.00	0.00	1	1
20174342	20174537	13250347	13250153	196	195	87.76	30427671	30427671	0.00	0.00	1	1
20174531	20175152	13343434	13342811	622	624	90.65	30427671	30427671	0.00	0.00	1	1
20194436	20194787	24745329	24744978	352	352	94.89	30427671	30427671	0.00	0.00	1	1
20194449	20194793	18931187	18930844	345	344	96.23	30427671	30427671	0.00	0.00	1	1
20205338	20205906	22192568	22192006	569	563	90.89	30427671	30427671	0.00	0.00	1	1
20205353	20205906	5863513	5862948	554	566	92.06	30427671	30427671	0.00	0.00	1	1
20205353	20205899	29244686	29244148	547	539	91.42	30427671	30427671	0.00	0.00	1	1
20205400	20205905	4583513	4582998	506	516	88.82	30427671	30427671	0.00	0.00	1	1
20206638	20206877	5970991	5970751	240	241	92.53	30427671	30427671	0.00	0.00	1	1
20207997	20208341	22732358	22732014	345	345	91.59	30427671	30427671	0.00	0.00	1	1
20208134	20208337	23190948	23190746	204	203	93.17	30427671	30427671	0.00	0.00	1	1
20311850	20311968	5102311	5102197	119	115	87.39	30427671	30427671	0.00	0.00	1	1
20311965	20312369	5099287	5098877	405	411	91.00	30427671	30427671	0.00	0.00	1	1
20311965	20312290	5100773	5100442	326	332	93.37	30427671	30427671	0.00	0.00	1	1
20318683	20319818	5100444	5099308	1136	1137	98.94	30427671	30427671	0.00	0.00	1	1
20319611	20319818	5101002	5100795	208	208	97.60	30427671	30427671	0.00	0.00	1	1
20320313	20320561	5098593	5098370	249	224	87.15	30427671	30427671	0.00	0.00	1	1
20329374	20329677	1614657	1614354	304	304	96.05	30427671	30427671	0.00	0.00	1	1
20329677	20330666	1614261	1613272	990	990	96.87	30427671	30427671	0.00	0.00	1	1
20333128	20333645	12527045	12526533	518	513	87.67	30427671	30427671	0.00	0.00	1	1
20375334	20375551	2784450	2784233	218	218	88.07	30427671	30427671	0.00	0.00	1	1
20377936	20378084	2781837	2781689	149	149	90.60	30427671	30427671	0.00	0.00	1	1
20378788	20378961	2780993	2780818	174	176	90.40	30427671	30427671	0.00	0.00	1	1
20379257	20379414	2780505	2780348	158	158	89.24	30427671	30427671	0.00	0.00	1	1
20390183	20390501	20402172	20401864	319	309	93.42	30427671	30427671	0.00	0.00	1	1
20390639	20390948	20401773	20401463	310	311	90.48	30427671	30427671	0.00	0.00	1	1
20401463	20401773	20390948	20390639	311	310	90.48	30427671	30427671	0.00	0.00	1	1
20401864	20402172	20390501	20390183	309	319	93.42	30427671	30427671	0.00	0.00	1	1
20475567	20475861	20477836	20477533	295	304	97.04	30427671	30427671	0.00	0.00	1	1
20475912	20477834	12568178	12566243	1923	1936	94.59	30427671	30427671	0.01	0.01	1	1
20475912	20477835	13973927	13971996	1924	1932	95.17	30427671	30427671	0.01	0.01	1	1
20475912	20477920	15563955	15561952	2009	2004	94.73	30427671	30427671	0.01	0.01	1	1
20475912	20477921	15566992	15565026	2010	1967	92.65	30427671	30427671	0.01	0.01	1	1
20477223	20477834	15639886	15639275	612	612	98.53	30427671	30427671	0.00	0.00	1	1
20477533	20477836	20475861	20475567	304	295	97.04	30427671	30427671	0.00	0.00	1	1
20488943	20489802	19944504	19943626	860	879	86.32	30427671	30427671	0.00	0.00	1	1
20488947	20489719	24742202	24741414	773	789	88.15	30427671	30427671	0.00	0.00	1	1
20488972	20489719	12337829	12337089	748	741	87.01	30427671	30427671	0.00	0.00	1	1
20508837	20509402	19718494	19717926	566	569	91.93	30427671	30427671	0.00	0.00	1	1
20513679	20514573	697374	696474	895	901	88.50	30427671	30427671	0.00	0.00	1	1
20513679	20514573	9385033	9384160	895	874	91.19	30427671	30427671	0.00	0.00	1	1
20513854	20514574	21616005	21615296	721	710	87.83	30427671	30427671	0.00	0.00	1	1
20520389	20520638	19693479	19693217	250	263	91.63	30427671	30427671	0.00	0.00	1	1
20540116	20540319	20540319	20540116	204	204	81.28	30427671	30427671	0.00	0.00	1	1
20559585	20560081	12619539	12619043	497	497	92.37	30427671	30427671	0.00	0.00	1	1
20559597	20560081	21128873	21128393	485	481	95.46	30427671	30427671	0.00	0.00	1	1
20559599	20560283	10580142	10579459	685	684	96.20	30427671	30427671	0.00	0.00	1	1
20559622	20560081	3762968	3762562	460	407	86.09	30427671	30427671	0.00	0.00	1	1
20560082	20560283	3762394	3762193	202	202	97.52	30427671	30427671	0.00	0.00	1	1
20560082	20560283	21128224	21128024	202	201	97.03	30427671	30427671	0.00	0.00	1	1
20622394	20622836	4209607	4209164	443	444	90.77	30427671	30427671	0.00	0.00	1	1
20684092	20685341	11754032	11752768	1250	1265	90.55	30427671	30427671	0.00	0.00	1	1
20689253	20689518	12412782	12412517	266	266	89.89	30427671	30427671	0.00	0.00	1	1
20689253	20689518	17218538	17218273	266	266	92.48	30427671	30427671	0.00	0.00	1	1
20704224	20704579	3023836	3023479	356	358	91.62	30427671	30427671	0.00	0.00	1	1
20704224	20704573	18632490	18632141	350	350	91.74	30427671	30427671	0.00	0.00	1	1
20704224	20704579	19780658	19780296	356	363	91.78	30427671	30427671	0.00	0.00	1	1
20704228	20704584	5799082	5798730	357	353	89.94	30427671	30427671	0.00	0.00	1	1
20815690	20815883	17381985	17381792	194	194	91.75	30427671	30427671	0.00	0.00	1	1
20870675	20870925	17234051	17233813	251	239	87.01	30427671	30427671	0.00	0.00	1	1
20914677	20915014	16938310	16937970	338	341	90.99	30427671	30427671	0.00	0.00	1	1
20938868	20940729	20945894	20944034	1862	1861	99.68	30427671	30427671	0.01	0.01	1	1
20939734	20940068	11458084	11457744	335	341	90.72	30427671	30427671	0.00	0.00	1	1
20944034	20945894	20940729	20938868	1861	1862	99.68	30427671	30427671	0.01	0.01	1	1
20972070	20972949	26781150	26780268	880	883	95.71	30427671	30427671	0.00	0.00	1	1
20972073	20974071	11410300	11408326	1999	1975	95.56	30427671	30427671	0.01	0.01	1	1
20972073	20974071	16593135	16591152	1999	1984	95.31	30427671	30427671	0.01	0.01	1	1
20972073	20973677	16968238	16966676	1605	1563	93.55	30427671	30427671	0.01	0.01	1	1
20979441	20979971	25641851	25641360	531	492	90.96	30427671	30427671	0.00	0.00	1	1
21018768	21018899	16701433	16701300	132	134	93.28	30427671	30427671	0.00	0.00	1	1
21038693	21038845	16778278	16778127	153	152	86.27	30427671	30427671	0.00	0.00	1	1
21090422	21090887	21110229	21109754	466	476	83.54	30427671	30427671	0.00	0.00	1	1
21091653	21092163	21109064	21108547	511	518	86.10	30427671	30427671	0.00	0.00	1	1
21103409	21104131	13549686	13548942	723	745	86.00	30427671	30427671	0.00	0.00	1	1
21105599	21105818	16930232	16930015	220	218	91.36	30427671	30427671	0.00	0.00	1	1
21108547	21109064	21092163	21091653	518	511	86.10	30427671	30427671	0.00	0.00	1	1
21109754	21110229	21090887	21090422	476	466	83.54	30427671	30427671	0.00	0.00	1	1
21127986	21128870	11670248	11669357	885	892	93.73	30427671	30427671	0.00	0.00	1	1
21127992	21128870	9418943	9418063	879	881	94.24	30427671	30427671	0.00	0.00	1	1
21128393	21128873	20560081	20559597	481	485	95.46	30427671	30427671	0.00	0.00	1	1
21131758	21132104	7202466	7202121	347	346	91.35	30427671	30427671	0.00	0.00	1	1
21132991	21133135	21133135	21132991	145	145	93.15	30427671	30427671	0.00	0.00	1	1
21167694	21168440	21178930	21178187	747	744	93.46	30427671	30427671	0.00	0.00	1	1
21177342	21178045	23781360	23780656	704	705	79.89	30427671	30427671	0.00	0.00	1	1
21178187	21178930	21168440	21167694	744	747	93.46	30427671	30427671	0.00	0.00	1	1
21178460	21178924	23780412	23779945	465	468	81.91	30427671	30427671	0.00	0.00	1	1
21210484	21210737	7985720	7985466	254	255	89.80	30427671	30427671	0.00	0.00	1	1
21210484	21211278	7985915	7985129	795	787	89.84	30427671	30427671	0.00	0.00	1	1
21210484	21211281	27860486	27859696	798	791	89.61	30427671	30427671	0.00	0.00	1	1
21210537	21211281	24832372	24831632	745	741	89.20	30427671	30427671	0.00	0.00	1	1
21217143	21217308	21217308	21217143	166	166	86.55	30427671	30427671	0.00	0.00	1	1
21230324	21230502	24764834	24764658	179	177	86.19	30427671	30427671	0.00	0.00	1	1
21234290	21234447	24758258	24758102	158	157	93.67	30427671	30427671	0.00	0.00	1	1
21234961	21235099	24764180	24764042	139	139	89.93	30427671	30427671	0.00	0.00	1	1
21234963	21235105	24757539	24757397	143	143	91.61	30427671	30427671	0.00	0.00	1	1
21260142	21261031	11352407	11351514	890	894	97.65	30427671	30427671	0.00	0.00	1	1
21260146	21260994	5659269	5658459	849	811	83.93	30427671	30427671	0.00	0.00	1	1
21260146	21260251	19403474	19403369	106	106	94.34	30427671	30427671	0.00	0.00	1	1
21260150	21260380	17405753	17405523	231	231	91.38	30427671	30427671	0.00	0.00	1	1
21260153	21260380	17406188	17405961	228	228	90.39	30427671	30427671	0.00	0.00	1	1
21336130	21336528	16859036	16858631	399	406	89.86	30427671	30427671	0.00	0.00	1	1
21341500	21341783	21342530	21342276	284	255	83.51	30427671	30427671	0.00	0.00	1	1
21342276	21342530	21341783	21341500	255	284	83.51	30427671	30427671	0.00	0.00	1	1
21355564	21356525	21430830	21429879	962	952	90.70	30427671	30427671	0.00	0.00	1	1
21355594	21356032	3063269	3062833	439	437	93.39	30427671	30427671	0.00	0.00	1	1
21360118	21360275	21360275	21360118	158	158	84.02	30427671	30427671	0.00	0.00	1	1
21383081	21383244	21384815	21384655	164	161	87.80	30427671	30427671	0.00	0.00	1	1
21384655	21384815	21383244	21383081	161	164	87.80	30427671	30427671	0.00	0.00	1	1
21387997	21388922	10159855	10158949	926	907	88.01	30427671	30427671	0.00	0.00	1	1
21388076	21388999	1161166	1160224	924	943	85.79	30427671	30427671	0.00	0.00	1	1
21388216	21388993	12526359	12525587	778	773	88.48	30427671	30427671	0.00	0.00	1	1
21388411	21388840	13081023	13080595	430	429	91.18	30427671	30427671	0.00	0.00	1	1
21389671	21390941	21400485	21399216	1271	1270	86.02	30427671	30427671	0.00	0.00	1	1
21389717	21390944	21402088	21400842	1228	1247	86.28	30427671	30427671	0.00	0.00	1	1
21391680	21392773	13545774	13544662	1094	1113	91.84	30427671	30427671	0.00	0.00	1	1
21391931	21392286	13999072	13998717	356	356	91.92	30427671	30427671	0.00	0.00	1	1
21392773	21392992	13544778	13544559	220	220	93.21	30427671	30427671	0.00	0.00	1	1
21398811	21400480	17139066	17137370	1670	1697	83.39	30427671	30427671	0.01	0.01	1	1
21398811	21400480	17140809	17139115	1670	1695	83.66	30427671	30427671	0.01	0.01	1	1
21399031	21400480	17144070	17142595	1450	1476	85.08	30427671	30427671	0.00	0.00	1	1
21399216	21400485	21390941	21389671	1270	1271	86.02	30427671	30427671	0.00	0.00	1	1
21400770	21402000	17136989	17135776	1231	1214	84.07	30427671	30427671	0.00	0.00	1	1
21400770	21402079	17138734	17137423	1310	1312	85.20	30427671	30427671	0.00	0.00	1	1
21400770	21402079	17140478	17139168	1310	1311	85.28	30427671	30427671	0.00	0.00	1	1
21400770	21402079	17142216	17140911	1310	1306	85.41	30427671	30427671	0.00	0.00	1	1
21400842	21402088	21390944	21389717	1247	1228	86.28	30427671	30427671	0.00	0.00	1	1
21429879	21430830	21356525	21355564	952	962	90.71	30427671	30427671	0.00	0.00	1	1
21470382	21471136	22167814	22167062	755	753	87.42	30427671	30427671	0.00	0.00	1	1
21507771	21508040	7366026	7365759	270	268	90.77	30427671	30427671	0.00	0.00	1	1
21507777	21508041	4525409	4525157	265	253	87.97	30427671	30427671	0.00	0.00	1	1
21507788	21508032	24948339	24948098	245	242	91.84	30427671	30427671	0.00	0.00	1	1
21507794	21508050	30200341	30200085	257	257	90.66	30427671	30427671	0.00	0.00	1	1
21510840	21511710	21907937	21907100	871	838	82.65	30427671	30427671	0.00	0.00	1	1
21524993	21525434	3781206	3780765	442	442	99.10	30427671	30427671	0.00	0.00	1	1
21524993	21525435	7717797	7717355	443	443	96.61	30427671	30427671	0.00	0.00	1	1
21524993	21525434	18013603	18013162	442	442	98.64	30427671	30427671	0.00	0.00	1	1
21524993	21526977	18018119	18016135	1985	1985	99.24	30427671	30427671	0.01	0.01	1	1
21524995	21526977	3785720	3783738	1983	1983	99.39	30427671	30427671	0.01	0.01	1	1
21524995	21525442	7715145	7714699	448	447	97.54	30427671	30427671	0.00	0.00	1	1
21524995	21526977	7722547	7720565	1983	1983	99.14	30427671	30427671	0.01	0.01	1	1
21526978	21529850	3783641	3780765	2873	2877	99.34	30427671	30427671	0.01	0.01	1	1
21526978	21527733	7720468	7719713	756	756	99.21	30427671	30427671	0.00	0.00	1	1
21526978	21529850	18016038	18013162	2873	2877	99.03	30427671	30427671	0.01	0.01	1	1
21527731	21529850	7719479	7717356	2120	2124	98.16	30427671	30427671	0.01	0.01	1	1
21529107	21529850	18018425	18017678	744	748	97.46	30427671	30427671	0.00	0.00	1	1
21529415	21529850	3785720	3785281	436	440	96.59	30427671	30427671	0.00	0.00	1	1
21608858	21609179	15903670	15903351	322	320	97.83	30427671	30427671	0.00	0.00	1	1
21608918	21610247	23097753	23096425	1330	1329	95.21	30427671	30427671	0.00	0.00	1	1
21615294	21615998	3251481	3250790	705	692	87.85	30427671	30427671	0.00	0.00	1	1
21640523	21640764	20700042	20699806	242	237	90.50	30427671	30427671	0.00	0.00	1	1
21640524	21640768	12303208	12302965	245	244	93.88	30427671	30427671	0.00	0.00	1	1
21640550	21640764	634464	634250	215	215	92.56	30427671	30427671	0.00	0.00	1	1
21640591	21640764	20363128	20362961	174	168	88.57	30427671	30427671	0.00	0.00	1	1
21681529	21682290	22106636	22105879	762	758	89.58	30427671	30427671	0.00	0.00	1	1
21681529	21682285	24908608	24907833	757	776	89.82	30427671	30427671	0.00	0.00	1	1
21681857	21682068	16259151	16258936	212	216	89.35	30427671	30427671	0.00	0.00	1	1
21689105	21689829	21771227	21770503	725	725	97.93	30427671	30427671	0.00	0.00	1	1
21689105	21689829	21807485	21806761	725	725	97.93	30427671	30427671	0.00	0.00	1	1
21689105	21689829	21843743	21843019	725	725	97.93	30427671	30427671	0.00	0.00	1	1
21689876	21690110	21770228	21769997	235	232	94.47	30427671	30427671	0.00	0.00	1	1
21689876	21690110	21806486	21806255	235	232	94.47	30427671	30427671	0.00	0.00	1	1
21689876	21690110	21842744	21842513	235	232	94.47	30427671	30427671	0.00	0.00	1	1
21693187	21693908	21781278	21780557	722	722	88.69	30427671	30427671	0.00	0.00	1	1
21693187	21693908	21792844	21792123	722	722	88.83	30427671	30427671	0.00	0.00	1	1
21693187	21693908	21817536	21816815	722	722	88.69	30427671	30427671	0.00	0.00	1	1
21693187	21693908	21829102	21828381	722	722	88.83	30427671	30427671	0.00	0.00	1	1
21701409	21701664	21905398	21905140	256	259	81.47	30427671	30427671	0.00	0.00	1	1
